title,price,bedrooms,bathrooms,location,posted_time,ad_url
à·à·à¶±à·à¶¯à¶» à·à·à¶½à· à¶ºà·à¶ºà¶à¶§ à¶¸à·à·à·à¶«à¶½à· à¶à¶¯à·à·à·à¶¸à·à¶±à· à¶´à·à¶­à·à¶± à¶±à·à·à¶± à¶¯à·à¶¸à·à¶½à· à¶±à·à·à·à¶à·,"Rs 14,500,000",4,2,Gampaha,,https://ikman.lk/en/ad/sundr-vel-yaayktt-muhunnlaa-idivemin-pvtin-nviin-demhl-nivsk-for-sale-gampaha
(K533) Luxary Brand New two Storey House for Sale in Ja-Ela,"Rs 26,800,000",4,2,Gampaha,,https://ikman.lk/en/ad/k533-luxary-brand-new-two-storey-house-for-sale-in-ja-ela-for-sale-gampaha-20
(K676) Brand New House for Sale in Ganemulla,"Rs 12,800,000",2,1,Gampaha,,https://ikman.lk/en/ad/k676-brand-new-house-for-sale-in-ganemulla-for-sale-gampaha-8
Prime House for Sale â Colombo 06,"Rs 75,000,000",2,2,Colombo,,https://ikman.lk/en/ad/prime-house-for-sale-colombo-06-for-sale-colombo
(K643) Spacious Two Storey House for Sale In Ragama,"Rs 44,000,000",3,2,Gampaha,,https://ikman.lk/en/ad/k643-spacious-two-storey-house-for-sale-in-ragama-for-sale-gampaha-3
Colombo 5 : 5BR (15.8P) House for Sale at Kassapa Road,"Rs 225,000,000",5,3,Colombo,,https://ikman.lk/en/ad/colombo-5-5br-158p-house-for-sale-at-kassapa-road-for-sale-colombo
Colombo 3 : 7BR (30P) House for Sale at Boyd Place,"Rs 555,000,000",7,4,Colombo,,https://ikman.lk/en/ad/colombo-3-7br-30p-house-for-sale-at-boyd-place-for-sale-colombo
Kotte : Brand new 5BR (8P) House for Sale at Madiwela,"Rs 56,000,000",5,4,Colombo,,https://ikman.lk/en/ad/kotte-brand-new-5br-8p-house-for-sale-at-madiwela-for-sale-colombo
(K519) Single Storey House for Sale in Nittambuwa Ranpokunagama,"Rs 15,500,000",4,2,Gampaha,,https://ikman.lk/en/ad/k519-single-storey-house-for-sale-in-nittambuwa-ranpokunagama-for-sale-gampaha-7
2-Story House for Sale in Kadawatha Near Kandy Road,"Rs 32,500,000",4,2,Gampaha,,https://ikman.lk/en/ad/2-story-house-for-sale-in-kadawatha-near-kandy-road-for-sale-gampaha
(K442) Elegant Family Home for Sale in Negombo,"Rs 26,500,000",3,2,Gampaha,,https://ikman.lk/en/ad/k442-elegant-family-home-for-sale-in-negombo-for-sale-gampaha-27
(K135) Two Storey House for Sale in Biyagama,"Rs 30,000,000",5,3,Gampaha,,https://ikman.lk/en/ad/k135-two-storey-house-for-sale-in-biyagama-for-sale-gampaha-8
House for Sale in Close to Lyceum International School Yakkala L08,"Rs 29,700,000",4,3,Puttalam,,https://ikman.lk/en/ad/house-for-sale-in-close-to-lyceum-international-school-yakkala-l08-for-sale-puttalam-1
(K560) Single Story House for Sale in Kadawatha,"Rs 18,500,000",3,1,Gampaha,,https://ikman.lk/en/ad/k560-single-story-house-for-sale-in-kadawatha-for-sale-gampaha-4
House for Sale in Wellampitiya,"Rs 60,000,000",6,5,Colombo,,https://ikman.lk/en/ad/house-for-sale-in-wellampitiya-for-sale-colombo-4819
(K618) Modern Two Storey House for Sale in Lake City Ja Ela,"Rs 57,500,000",3,3,Gampaha,,https://ikman.lk/en/ad/k618-modern-two-storey-house-for-sale-in-lake-city-ja-ela-for-sale-gampaha-2
2-Storey House for Sale near the Kadawatha-Ganemulla Road,"Rs 24,000,000",5,2,Gampaha,,https://ikman.lk/en/ad/2-storey-house-for-sale-near-the-kadawatha-ganemulla-road-for-sale-gampaha
House with Slab for Sale in Wellampitiya,"Rs 13,000,000",2,1,Colombo,,https://ikman.lk/en/ad/house-with-slab-for-sale-in-wellampitiya-for-sale-colombo-91
Single Storey House for Sale in Gothatuwa,"Rs 31,000,000",3,1,Colombo,,https://ikman.lk/en/ad/single-storey-house-for-sale-in-gothatuwa-for-sale-colombo-18
BRAND NEW 2-STORY MODERN HOUSE FOR SALE IN RAGAMA,"Rs 23,000,000",3,2,Gampaha,,https://ikman.lk/en/ad/brand-new-2-story-modern-house-for-sale-in-ragama-for-sale-gampaha-1
Single Storey House for Sale in Wellampitiya,"Rs 50,000,000",5,4,Colombo,,https://ikman.lk/en/ad/single-storey-house-for-sale-in-wellampitiya-for-sale-colombo-691
Fully Completed Modern Luxury Brand New House for Sale in Athurugiriya,"Rs 46,500,000",4,3,Colombo,,https://ikman.lk/en/ad/fully-completed-modern-luxury-brand-new-house-for-sale-in-athurugiriya-for-sale-colombo-4
(K543) Two-Story Modern House for Sale in Gampaha,"Rs 23,000,000",5,3,Gampaha,,https://ikman.lk/en/ad/k543-two-story-modern-house-for-sale-in-gampaha-for-sale-gampaha-8
(K622) Two Storey House for Sale in Delgoda Meegahawatta,"Rs 27,500,000",4,2,Gampaha,,https://ikman.lk/en/ad/k622-two-storey-house-for-sale-in-delgoda-meegahawatta-for-sale-gampaha-2
"Spacious 3 Bedroom House on 18 Perches for Sale in Lunawa,","Rs 38,000,000",3,2,Colombo,,https://ikman.lk/en/ad/spacious-3-bedroom-house-on-18-perches-for-sale-in-lunawa-for-sale-colombo
super luxury house for sale in thalawathugoda,"Rs 135,000,000",4,4,Colombo,,https://ikman.lk/en/ad/super-luxury-house-for-sale-in-thalawathugoda-for-sale-colombo-153
Nugegoda : 11BR (14.8P) House for Sale at Mirihana,"Rs 51,800,000",10,7,Colombo,,https://ikman.lk/en/ad/nugegoda-11br-148p-house-for-sale-at-mirihana-for-sale-colombo
Colombo 5 : 3BR (20.5P) House for Sale at Spathodia Avenue,"Rs 320,000,000",3,2,Colombo,,https://ikman.lk/en/ad/colombo-5-3br-205p-house-for-sale-at-spathodia-avenue-for-sale-colombo
Brand New 2-Storey House For Sale Ragama / Horape,"Rs 28,500,000",3,2,Gampaha,,https://ikman.lk/en/ad/brand-new-2-storey-house-for-sale-ragama-horape-for-sale-gampaha
Single Storied House For Sale Malabe,"Rs 24,000,000",3,3,Colombo,,https://ikman.lk/en/ad/single-storied-house-for-sale-malabe-for-sale-colombo-35
House for Sale in Angoda,"Rs 160,000,000",7,5,Colombo,,https://ikman.lk/en/ad/house-for-sale-in-angoda-for-sale-colombo-661
Colombo 7 : 4BR (10P) House for Sale,"Rs 240,000,000",4,3,Colombo,,https://ikman.lk/en/ad/colombo-7-4br-10p-house-for-sale-for-sale-colombo
Well Build Super House In Malabe,"Rs 35,000,000",5,3,Colombo,,https://ikman.lk/en/ad/well-build-super-house-in-malabe-for-sale-colombo
Super Quality Valuable House for Sale in Piliyandala Area,"Rs 39,500,000",4,4,Colombo,,https://ikman.lk/en/ad/super-quality-valuable-house-for-sale-in-piliyandala-area-for-sale-colombo-1
Kiribathgoda : 11BR (30P) House for Sale,"Rs 360,000,000",10,6,Gampaha,,https://ikman.lk/en/ad/kiribathgoda-11br-30p-house-for-sale-for-sale-gampaha
Bandarawela : 3BR (12.5P) House for Sale at Mirahawaththa,"Rs 9,500,000",3,1,Badulla,,https://ikman.lk/en/ad/bandarawela-3br-125p-house-for-sale-at-mirahawaththa-for-sale-badulla
Wellampitiya : 4BR (5.5P) House for Sale at Sedawatta,"Rs 16,000,000",4,1,Colombo,,https://ikman.lk/en/ad/wellampitiya-4br-55p-house-for-sale-at-sedawatta-for-sale-colombo-1
Mathara : 8BR (450P) Luxury Colonial House for Sale at waligama,"Rs 70,000,000",8,2,Matara,,https://ikman.lk/en/ad/mathara-8br-450p-luxury-colonial-house-for-sale-at-waligama-for-sale-matara
Nugegoda : New 7BR (19.6P) Modern Luxury House for Sale at Delkada,"Rs 95,000,000",7,6,Colombo,,https://ikman.lk/en/ad/nugegoda-new-7br-196p-modern-luxury-house-for-sale-at-delkada-for-sale-colombo
Colombo 07 : 6BR (28P) Two Road Frontage House for Sale,"Rs 900,000,000",6,5,Colombo,,https://ikman.lk/en/ad/colombo-07-6br-28p-two-road-frontage-house-for-sale-for-sale-colombo
House Sale in Dematagoda,"Rs 65,000,000",2,2,Colombo,,https://ikman.lk/en/ad/2-storey-house-located-in-dematagoda-for-sale-colombo
Two Storey House for Sale in Wellampitiya,"Rs 37,500,000",5,5,Colombo,,https://ikman.lk/en/ad/two-storey-house-for-sale-in-wellampitiya-for-sale-colombo-788
Colombo 07 : 8BR (11P) House for Sale at Kingsy place,"Rs 350,000,000",8,8,Colombo,,https://ikman.lk/en/ad/colombo-07-8br-11p-house-for-sale-at-kingsy-place-for-sale-colombo
Battaramulla : 3BR A/C 22P Luxury House for Sale at Thalangama North,"Rs 42,000,000",3,2,Colombo,,https://ikman.lk/en/ad/battaramulla-3br-a-c-22p-luxury-house-for-sale-at-thalangama-north-for-sale-colombo
Thalangama: 3 AC BR ( 32P) Luxury House for Sale in Baththramulla,"Rs 59,200,000",3,2,Colombo,,https://ikman.lk/en/ad/thalangama-3-ac-br-32p-luxury-house-for-sale-in-baththramulla-for-sale-colombo
Single Storied Brand new House In Malabe,"Rs 26,000,000",3,2,Colombo,,https://ikman.lk/en/ad/single-storied-brand-new-house-in-malabe-for-sale-colombo-8
à·à¶§à·à¶±à· à¶¯à·à¶¸à·à¶½à· à¶±à·à·à·à¶à· à¶¸à·à¶½à¶¶à·à¶±à·,"Rs 26,000,000",3,3,Colombo,,https://ikman.lk/en/ad/vttinaa-demhl-nivsk-maalben-for-sale-colombo-3
Two Storey House for Sale in Wellampitiya,"Rs 35,000,000",5,2,Colombo,,https://ikman.lk/en/ad/two-storey-house-for-sale-in-wellampitiya-for-sale-colombo-787
Yakkala : New 3BR (6P) Two story House for Sale,"Rs 15,000,000",3,2,Gampaha,,https://ikman.lk/en/ad/yakkala-new-3br-6p-two-story-house-for-sale-for-sale-gampaha
Maharagama : 4BR (16 Perch) Luxury House for Sale,"Rs 70,000,000",4,3,Colombo,,https://ikman.lk/en/ad/maharagama-4br-16-perch-luxury-house-for-sale-for-sale-colombo
Rajagiriya : 5BR (28.5P) House for Sale at Moragasmulla,"Rs 100,000,000",5,3,Colombo,,https://ikman.lk/en/ad/rajagiriya-5br-285p-house-for-sale-at-moragasmulla-for-sale-colombo
Valuable Single Storey House for Sale - Piliyandala,"Rs 22,500,000",4,1,Colombo,,https://ikman.lk/en/ad/valuable-single-storey-house-for-sale-piliyandala-for-sale-colombo
Walking Distance Malabe - House For Sale,"Rs 38,500,000",4,2,Colombo,,https://ikman.lk/en/ad/walking-distance-malabe-house-for-sale-for-sale-colombo
Modern 2-Storey House for Sela in Wattala / Ederamulla,"Rs 26,000,000",3,2,Gampaha,,https://ikman.lk/en/ad/modern-2-storey-house-for-sela-in-wattala-ederamulla-for-sale-gampaha
House for Sale Anuradhapura,"Rs 65,000,000",8,7,Anuradhapura,,https://ikman.lk/en/ad/house-for-sale-anuradhapura-for-sale-anuradhapura-54
"5 Bedroom House for Sale in Railway Avenue, Maharagama (SH 14965)","Rs 47,500,000",5,3,Colombo,,https://ikman.lk/en/ad/5-bedroom-house-for-sale-in-railway-avenue-maharagama-sh-14965-for-sale-colombo
5 BR Luxury House for Sale in Nawala (SH 15136),"Rs 145,000,000",5,5,Colombo,,https://ikman.lk/en/ad/5-br-luxury-house-for-sale-in-nawala-sh-15136-for-sale-colombo
Luxury Villa for Sale in Battaramulla (SH 15147),"Rs 260,000,000",5,5,Colombo,,https://ikman.lk/en/ad/luxury-villa-for-sale-in-battaramulla-sh-15147-for-sale-colombo
"4 Bedroom House in Robert Gunawardena Mawatha, Battaramulla (SH 15069)","Rs 59,000,000",4,3,Colombo,,https://ikman.lk/en/ad/4-bedroom-house-in-robert-gunawardena-mawatha-battaramulla-sh-15069-for-sale-colombo
3 Storey Luxury Mansion for Sale in Dehiwala (SH 14860),"Rs 220,000,000",6,5,Colombo,,https://ikman.lk/en/ad/3-storey-luxury-mansion-for-sale-in-dehiwala-sh-14860-for-sale-colombo
"Two unit House 3 Bedrooms on each Madapatha, Piliyandala (SH 15068)","Rs 34,000,000",6,4,Colombo,,https://ikman.lk/en/ad/two-unit-house-3-bedrooms-on-each-madapatha-piliyandala-sh-15068-for-sale-colombo
"6 BR House for Sale in Uyankele, Panadura (SH 14944)","Rs 70,000,000",6,2,Kalutara,,https://ikman.lk/en/ad/6-br-house-for-sale-in-uyankele-panadura-sh-14944-for-sale-kalutara
Colonial-Style 4 Bedroom House for Sale in Galle (SH 14665),"Rs 75,000,000",4,2,Galle,,https://ikman.lk/en/ad/colonial-style-4-bedroom-house-for-sale-in-galle-sh-14665-for-sale-galle
"3 Bedroom House for sale in Chapel Lane, Nugegoda (SH 14663)","Rs 110,000,000",3,3,Colombo,,https://ikman.lk/en/ad/3-bedroom-house-for-sale-in-chapel-lane-nugegoda-sh-14663-for-sale-colombo
"5 Bedroom House for Sale in Dampe, Piliyandala (SH 14664)","Rs 48,000,000",5,2,Colombo,,https://ikman.lk/en/ad/5-bedroom-house-for-sale-in-dampe-piliyandala-sh-14664-for-sale-colombo
à¶à¶­à·à¶±à·à·à¶± à¶­à¶±à·à¶¸à·à¶½à· à¶±à·à·à·à¶à· à·à·à¶à·à¶«à·à¶¸à¶§ - Piliyandala,"Rs 24,500,000",3,2,Colombo,,https://ikman.lk/en/ad/atinviin-tnimhl-nivsk-vikinniimtt-piliyandala-for-sale-colombo
House Sale in Dematagoda,"Rs 65,000,000",2,2,Colombo,,https://ikman.lk/en/ad/2-storey-house-located-in-dematagoda-for-sale-colombo
Flat House for Sale in Colombo 10,"Rs 11,000,000",2,1,Colombo,,https://ikman.lk/en/ad/flat-house-for-sale-in-colombo-10-for-sale-colombo-100
Modern Single-Story House for Sale in Wattala,"Rs 35,000,000",2,2,Gampaha,,https://ikman.lk/en/ad/modern-single-story-house-for-sale-in-wattala-for-sale-gampaha
House for Sale in Colombo 09,"Rs 42,000,000",5,4,Colombo,,https://ikman.lk/en/ad/house-for-sale-in-colombo-09-for-sale-colombo-140
Architect-Designed Villa-Type House for Sale,"Rs 32,500,000",3,2,Colombo,,https://ikman.lk/en/ad/architect-designed-villa-type-house-for-sale-for-sale-colombo
3 Bedroom 2 Storey House for Sale - Piliyandala,"Rs 33,000,000",3,2,Colombo,,https://ikman.lk/en/ad/3-bedroom-2-storey-house-for-sale-piliyandala-for-sale-colombo
(P666) House for Sale in Kalapaluwawa,"Rs 32,000,000",4,3,Colombo,,https://ikman.lk/en/ad/p666-house-for-sale-in-kalapaluwawa-for-sale-colombo-11
(P 163 ) Luxury 2 story house for sale in Maharagama,"Rs 250,000,000",3,3,Colombo,,https://ikman.lk/en/ad/p-163-luxury-2-story-house-for-sale-in-maharagama-for-sale-colombo-44
(P356) 2 story house for sale in Boralasgamuwa,"Rs 130,000,000",4,3,Colombo,,https://ikman.lk/en/ad/p356-2-story-house-for-sale-in-boralasgamuwa-for-sale-colombo-9
(P710) Modern Two Storey House for Sale in Nugegoda,"Rs 85,000,000",3,2,Colombo,,https://ikman.lk/en/ad/p710-modern-two-storey-house-for-sale-in-nugegoda-for-sale-colombo-4
Brand New 3 Story House For Sale in Wattala Near Hendala Junction,"Rs 55,000,000",5,3,Gampaha,,https://ikman.lk/en/ad/brand-new-3-story-house-for-sale-in-wattala-near-hendala-junction-for-sale-gampaha
(P612 ) Two story house for sale in Wadduwa,"Rs 24,000,000",5,2,Kalutara,,https://ikman.lk/en/ad/p612-two-story-house-for-sale-in-wadduwa-for-sale-kalutara-4
(P608) Furnished Modern Luxury House for Sale in Battaramulla,"Rs 100,000,000",4,5,Colombo,,https://ikman.lk/en/ad/p608-furnished-modern-luxury-house-for-sale-in-battaramulla-for-sale-colombo-2
(P468 ) Single story house for sale in Pita Kotte,"Rs 75,000,000",2,1,Colombo,,https://ikman.lk/en/ad/p468-single-story-house-for-sale-in-pita-kotte-for-sale-colombo
"2-Storey House For Sale in Ragama , Just 750m to Walpola Railway Station","Rs 39,500,000",5,2,Gampaha,,https://ikman.lk/en/ad/2-storey-house-for-sale-in-ragama-just-750m-to-walpola-railway-station-for-sale-gampaha
(P586) Two Storey House for Sale in Nawala,"Rs 60,000,000",5,3,Colombo,,https://ikman.lk/en/ad/p586-two-storey-house-for-sale-in-nawala-for-sale-colombo-11
(P506 ) Three-story house for sale in Piliyandala,"Rs 90,000,000",5,4,Colombo,,https://ikman.lk/en/ad/p506-three-story-house-for-sale-in-piliyandala-for-sale-colombo-10
"(P599) Modern three Storey House for Sale in Piliyandala, Madapatha","Rs 29,500,000",4,3,Colombo,,https://ikman.lk/en/ad/p599-modern-three-storey-house-for-sale-in-piliyandala-madapatha-for-sale-colombo-12
House for Sale Dambarawa,"Rs 13,500,000",3,2,Kandy,,https://ikman.lk/en/ad/house-for-sale-80-percent-completed-for-sale-kandy
05 Bedroom Unfurnished 02 Storied House for Sale in Colombo 07 (A5670),"Rs 350,000,000",5,5,Colombo,,https://ikman.lk/en/ad/05-bedroom-unfurnished-02-storied-house-for-sale-in-colombo-07-a5670-for-sale-colombo
House for Sale Maththegoda Siyabalagoda,"Rs 27,500,000",3,2,Colombo,,https://ikman.lk/en/ad/house-for-sale-maththegoda-siyabalagoda-for-sale-colombo
(P639) 6BR Two Storey House for Sale in Piliyandala,"Rs 43,000,000",6,3,Colombo,,https://ikman.lk/en/ad/p639-6br-two-storey-house-for-sale-in-piliyandala-for-sale-colombo-12
House for sale In Kirulapone a Residential Location Colombo 06,"Rs 95,000,000",3,2,Colombo,,https://ikman.lk/en/ad/house-for-sale-in-kirulapone-a-residential-location-colombo-06-for-sale-colombo-8
Two Story Solid House for sale in Piliyandala,"Rs 35,000,000",5,4,Colombo,,https://ikman.lk/en/ad/two-story-solid-house-for-sale-in-piliyandala-for-sale-colombo-3
"(P708) Two Storey House for Sale in Mandawila Road, Piliyandala","Rs 32,000,000",5,4,Colombo,,https://ikman.lk/en/ad/p708-two-storey-house-for-sale-in-mandawila-road-piliyandala-for-sale-colombo-4
Brand New 2-Storey Modern Home For Sale in Ragma / Walpola,"Rs 25,000,000",4,2,Gampaha,,https://ikman.lk/en/ad/brand-new-2-storey-modern-home-for-sale-in-ragma-walpola-for-sale-gampaha
Newly Built Single-Storey House for Sale Horana,"Rs 23,800,000",4,3,Kalutara,,https://ikman.lk/en/ad/newly-built-single-storey-house-for-sale-horana-for-sale-kalutara
(P198) house for sale in Maharagama,"Rs 24,000,000",5,3,Colombo,,https://ikman.lk/en/ad/p198-house-for-sale-in-maharagama-for-sale-colombo-2
A Luxury House for Sale in Katuneriya,"Rs 28,500,000",3,2,Puttalam,,https://ikman.lk/en/ad/a-luxury-house-for-sale-in-katuneriya-for-sale-puttalam-1
(P698 ) 2 story house for sale in Maharagama,"Rs 35,500,000",4,3,Colombo,,https://ikman.lk/en/ad/p698-2-story-house-for-sale-in-maharagama-for-sale-colombo-4
à¶à·à·à¶­à¶» à¶à¶§à·à¶à·à¶»à·à¶±à·à¶¯ à¶±à·à·à·à¶à· à·à·à¶à·à¶±à·à¶¸à¶§,"Rs 4,750,000",4,2,Kalutara,,https://ikman.lk/en/ad/kllutr-kttukurund-nivsk-vikinimtt-for-sale-kalutara-1
Colombo 07 House For Sale,"Rs 350,000,000",4,3,Colombo,,https://ikman.lk/en/ad/colombo-07-house-for-sale-for-sale-colombo-11
Box Type 2 Storey House for Sale - Piliyandala,"Rs 25,000,000",3,3,Colombo,,https://ikman.lk/en/ad/box-type-2-storey-house-for-sale-piliyandala-for-sale-colombo
Brand New 02 Story Residence For Sale in Kandana-Nagoda,"Rs 35,000,000",4,3,Gampaha,,https://ikman.lk/en/ad/brand-new-02-story-residence-for-sale-in-kandana-nagoda-for-sale-gampaha
House for Sale-Yakkala,"Rs 6,000,000",1,1,Gampaha,,https://ikman.lk/en/ad/house-for-sale-yakkala-for-sale-gampaha-236
(P635) Two Storey House for Sale in Boralasgamuwa,"Rs 135,000,000",7,6,Colombo,,https://ikman.lk/en/ad/p635-two-storey-house-for-sale-in-boralasgamuwa-for-sale-colombo-11
BRAND NEW LUXURY 03 STOREY HOUSE FOR SALE IN BATTARAMULLA PELAWATHTHA,"Rs 125,000,000",5,5,Colombo,,https://ikman.lk/en/ad/brand-new-luxury-03-storey-house-for-sale-in-battaramulla-pelawaththa-for-sale-colombo-1
(P727) Lake View Luxury House for Sale in Borelasgamuwa,"Rs 149,000,000",5,5,Colombo,,https://ikman.lk/en/ad/p727-lake-view-luxury-house-for-sale-in-borelasgamuwa-for-sale-colombo-10
Architecture Designed Modern House For Sale Battaramulla,"Rs 67,500,000",3,3,Colombo,,https://ikman.lk/en/ad/architecture-designed-modern-house-for-sale-battaramulla-for-sale-colombo
Luxury Brand New 4BR House for Sale â Tranquil Living in Thalawathugoda,"Rs 68,500,000",4,4,Colombo,,https://ikman.lk/en/ad/luxury-brand-new-4br-house-for-sale-tranquil-living-in-thalawathugoda-for-sale-colombo-161
Colombo 04 Davidson Road MODERN Elegant HOUSE Sale,"Rs 300,000,000",4,4,Colombo,,https://ikman.lk/en/ad/colombo-04-davidson-road-modern-elegant-house-sale-for-sale-colombo
(P222) Luxury 2 story house for sale in thalapathpitiya,"Rs 39,000,000",3,2,Colombo,,https://ikman.lk/en/ad/p222-luxury-2-story-house-for-sale-in-thalapathpitiya-for-sale-colombo-80
Single Storey House for Sale - Piliyandala,"Rs 27,000,000",3,2,Colombo,,https://ikman.lk/en/ad/single-storey-house-for-sale-piliyandala-for-sale-colombo-2
(P522) Two Storey House For Sale in Nugegoda,"Rs 130,000,000",4,4,Colombo,,https://ikman.lk/en/ad/p522-two-storey-house-for-sale-in-nugegoda-for-sale-colombo-14
Battaramulla 5 BR Elegant House For Sale,"Rs 105,000,000",5,5,Colombo,,https://ikman.lk/en/ad/battaramulla-5-br-elegant-house-for-sale-for-sale-colombo-4
(P726) Luxury Three Storey House for Sale in Thalapathpitiya,"Rs 115,000,000",4,5,Colombo,,https://ikman.lk/en/ad/p726-luxury-three-storey-house-for-sale-in-thalapathpitiya-for-sale-colombo-10
luxury family house for sale in battaramulla,"Rs 85,000,000",4,4,Colombo,,https://ikman.lk/en/ad/luxury-family-house-for-sale-in-battaramulla-for-sale-colombo
Ultra Modern Brand New House For sale,"Rs 55,000,000",4,4,Colombo,,https://ikman.lk/en/ad/ultra-modern-brand-new-house-for-sale-for-sale-colombo-116
Brand New Furniture With House For Sale in Battaramulla,"Rs 75,000,000",5,5,Colombo,,https://ikman.lk/en/ad/brand-new-furniture-with-house-for-sale-in-battaramulla-for-sale-colombo
2 Storied House Sale Athurugiriya,"Rs 29,500,000",4,3,Colombo,,https://ikman.lk/en/ad/2-storied-house-sale-athurugiriya-for-sale-colombo-3
(S1239) Modern Luxury Two Storey House for Sale in Boralasgamuwa,"Rs 65,000,000",5,5,Colombo,,https://ikman.lk/en/ad/s1239-modern-luxury-two-storey-house-for-sale-in-boralasgamuwa-for-sale-colombo-4
Battramulla Elegant House for Sale,"Rs 85,000,000",4,4,Colombo,,https://ikman.lk/en/ad/battramulla-elegant-house-for-sale-for-sale-colombo-13
Brand New House for Sale in Gampaha Weliweriya,"Rs 17,000,000",3,1,Gampaha,,https://ikman.lk/en/ad/brand-new-house-for-sale-in-gampaha-weliweriya-for-sale-gampaha-5
Super 40P Land Bigger Luxury Box Modern House For Sale In Negombo,"Rs 79,500,000",4,3,Gampaha,,https://ikman.lk/en/ad/super-40p-land-bigger-luxury-box-modern-house-for-sale-in-negombo-for-sale-gampaha
Beauty 5 Bed Rooms Upstairs Box Modern House for Sale in Negombo,"Rs 39,500,000",5,3,Gampaha,,https://ikman.lk/en/ad/beauty-5-bed-rooms-upstairs-box-modern-house-for-sale-in-negombo-for-sale-gampaha
Good Condition House For Sale Pannipitiya,"Rs 39,000,000",4,4,Colombo,,https://ikman.lk/en/ad/good-condition-house-for-sale-pannipitiya-for-sale-colombo
Luxury House With Furniture For Sale Pannipitiya,"Rs 68,000,000",5,4,Colombo,,https://ikman.lk/en/ad/luxury-house-with-furniture-for-sale-pannipitiya-for-sale-colombo
"Brand New 3-Storey House For Sale, Just 8 Mins from Gampaha Town","Rs 39,000,000",5,3,Gampaha,,https://ikman.lk/en/ad/brand-new-3-storey-house-for-sale-just-8-mins-from-gampaha-town-for-sale-gampaha
Valuable Brand New Ultra Luxury House for Sale in Piliyandala Area,"Rs 47,500,000",4,4,Colombo,,https://ikman.lk/en/ad/valuable-brand-new-ultra-luxury-house-for-sale-in-piliyandala-area-for-sale-colombo
(S1297) Two Storey House for Sale in Hokandara,"Rs 32,000,000",5,3,Colombo,,https://ikman.lk/en/ad/s1297-two-storey-house-for-sale-in-hokandara-for-sale-colombo-4
"Luxury 2-Storey House For Sale, Just 2km to Ja-Ela & Kandana Centers","Rs 42,000,000",4,3,Gampaha,,https://ikman.lk/en/ad/luxury-2-storey-house-for-sale-just-2km-to-ja-ela-and-kandana-centers-for-sale-gampaha
Luxury Brand New House Sale Pelwatta,"Rs 69,500,000",4,4,Colombo,,https://ikman.lk/en/ad/luxury-brand-new-house-sale-pelwatta-for-sale-colombo
Modern Two-Storey House for Sale In Panadura,"Rs 40,000,000",4,2,Kalutara,,https://ikman.lk/en/ad/modern-two-storey-house-for-sale-in-panadura-for-sale-kalutara
Brand New Single Storey House for Sale - Piliyandala,"Rs 16,500,000",3,2,Colombo,,https://ikman.lk/en/ad/brand-new-single-storey-house-for-sale-piliyandala-for-sale-colombo-2
House for Sale in Piliyandala (C7-9417),"Rs 62,000,000",5,5,Colombo,,https://ikman.lk/en/ad/house-for-sale-in-piliyandala-c7-9417-for-sale-colombo
Single Story House for Sale Near Kandana,"Rs 16,500,000",3,1,Gampaha,,https://ikman.lk/en/ad/single-story-house-for-sale-near-kandana-for-sale-gampaha
Brand New 2 Storey House for Sale - Kottawa Piliyandala Rd,"Rs 43,000,000",4,3,Colombo,,https://ikman.lk/en/ad/brand-new-2-storey-house-for-sale-kottawa-piliyandala-rd-for-sale-colombo
Brand New Super Luxury House for Sale Piliyandala Kottawa Rd,"Rs 23,500,000",3,2,Colombo,,https://ikman.lk/en/ad/brand-new-super-luxury-house-for-sale-piliyandala-kottawa-rd-for-sale-colombo
New Solid Super Luxury 2 Storey House for Sale Piliyandala,"Rs 43,000,000",4,3,Colombo,,https://ikman.lk/en/ad/new-solid-super-luxury-2-storey-house-for-sale-piliyandala-for-sale-colombo
Brand New Modern Super Luxury House for Sale Piliyandala,"Rs 23,500,000",3,2,Colombo,,https://ikman.lk/en/ad/brand-new-modern-super-luxury-house-for-sale-piliyandala-for-sale-colombo-1
3-Storey House for Sale in Colombo 5,"Rs 9,000,000",5,3,Colombo,,https://ikman.lk/en/ad/3-storey-house-for-sale-in-colombo-5-for-sale-colombo-1
Luxury 3-Storey House For Sale in Ja Ela - Bandigoda,"Rs 45,000,000",4,4,Gampaha,,https://ikman.lk/en/ad/luxury-3-storey-house-for-sale-in-ja-ela-bandigoda-for-sale-gampaha
Luxury 3-Story Residence with Rooftop Bar and Pool â Kotte,"Rs 220,000,000",5,5,Colombo,,https://ikman.lk/en/ad/luxury-3-story-residence-with-rooftop-bar-and-pool-kotte-for-sale-colombo-162
Brand New Single House Sale Athurugiriya,"Rs 22,000,000",3,2,Colombo,,https://ikman.lk/en/ad/brand-new-single-house-sale-athurugiriya-for-sale-colombo-17
Luxury 4 Bedrooms House for sale in Piliyandala Kesbawa,"Rs 34,000,000",4,3,Colombo,,https://ikman.lk/en/ad/luxury-4-bedrooms-house-for-sale-in-piliyandala-kesbawa-for-sale-colombo-20
New Designed Brand House Sale Athurugiriya,"Rs 32,000,000",4,4,Colombo,,https://ikman.lk/en/ad/new-designed-brand-house-sale-athurugiriya-for-sale-colombo-13
